Dataset,Source,Error
SynNeg 03/24,Metlin:466,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:467,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:468,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:469,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:470,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:471,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:472,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:473,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:474,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:475,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:476,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:477,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:478,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:479,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:480,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:481,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:482,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:483,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:484,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:485,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:486,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:487,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:488,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:489,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:490,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:491,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:492,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:493,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:494,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:495,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:496,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:497,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:498,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:499,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:500,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:501,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:502,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:503,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:504,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:505,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:506,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:507,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:508,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:509,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:510,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:511,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:512,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:513,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:514,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:515,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:516,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:517,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:518,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:519,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:520,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:521,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:522,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:523,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:524,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:525,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:526,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:527,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:528,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:529,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:530,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:531,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:532,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:533,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:534,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:535,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:536,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:537,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:538,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:539,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:540,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:541,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:542,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:543,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:544,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:545,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:546,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:547,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:548,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:549,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:550,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:551,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:553,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:554,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:555,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:556,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:557,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:558,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:559,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:560,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:561,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:562,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:563,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:564,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:565,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:566,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:567,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:568,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:569,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:570,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:571,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:572,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:573,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:574,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:575,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:576,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:577,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:578,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:579,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:581,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:582,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:583,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:584,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:585,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:590,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:591,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:592,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:593,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:594,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:595,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:596,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:597,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:598,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:599,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:600,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:601,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:602,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:603,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:604,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:605,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:606,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:610,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:611,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:612,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:613,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:614,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:615,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:616,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:617,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:618,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:619,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:620,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:621,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:622,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:623,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:624,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:625,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:627,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:628,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:629,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:630,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:632,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:633,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:634,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:635,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:636,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:637,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:638,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:639,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:640,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:641,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:642,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:643,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:644,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:645,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:646,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:647,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:648,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:649,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:650,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:651,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:652,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:653,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:654,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:655,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:656,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:658,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:659,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:660,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:662,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:663,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:664,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:665,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:666,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:667,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:668,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:669,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:670,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:671,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:672,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:673,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:674,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:675,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:676,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:677,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:678,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:679,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:680,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:681,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:682,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:683,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:684,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:685,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:686,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:687,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:688,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:689,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:690,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:691,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:692,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:693,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:694,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:695,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:696,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:697,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:698,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:699,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:700,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:701,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:702,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:703,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:704,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:705,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:706,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:707,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:708,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:709,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:710,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:711,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:712,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:713,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:714,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:715,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:716,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:717,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:718,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:719,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:720,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:721,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:722,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:723,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:724,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:725,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:726,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:727,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:728,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:729,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:730,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:731,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:732,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:733,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:734,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:735,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:736,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:737,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:738,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:739,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:740,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:741,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:742,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:743,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:744,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:745,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:746,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:747,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:748,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:749,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:750,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:751,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:752,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:753,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:758,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:759,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:760,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:761,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:762,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:763,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:764,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:765,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:766,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:767,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:768,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:769,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:770,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:771,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:772,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:773,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:774,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:775,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:776,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:777,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:778,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:779,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:780,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:781,Invalid KEGG ID (?)
SynNeg 03/24,Metlin:782,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:783,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:784,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:785,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:786,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:787,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:788,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:789,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:790,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:791,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:792,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:793,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:794,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:795,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:796,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:797,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:798,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:799,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:800,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:801,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:802,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:803,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:804,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:805,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:806,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:807,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:808,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:809,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:810,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:811,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:812,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:813,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:814,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:815,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:816,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:817,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:818,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:819,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:820,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:821,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:822,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:823,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:824,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:825,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:826,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:827,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:828,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:829,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:830,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:831,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:832,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:833,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:834,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:835,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:837,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:838,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:839,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:840,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:841,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:842,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:843,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:844,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:845,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:846,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:847,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:848,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:849,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:850,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:851,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:852,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:853,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:854,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:855,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:856,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:857,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:858,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:859,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:860,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:861,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:862,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:863,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:864,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:865,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:866,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:867,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:868,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:869,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:870,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:871,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:872,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:873,Invalid Metlin Score: not a number (nan)
SynNeg 03/24,Metlin:874,Invalid Metlin Score: not a number (nan)
