"Pathway Id","Pathway Name","Reaction Id","Reaction Definition","Reaction Type","Reaction Substrates","Reaction Products","Enzyme Id","Enzyme Substrates","Enzyme Products","Notes"
"cge00140","Steroid hormone biosynthesis","R02355","Estrone + H+ + Oxygen + NADPH <=> 2-Hydroxyestrone + NADP+ + H2O","irreversible","C00468 C00080 C00007 C00005","C05298 C00006 C00001","1.14.14.1","C01371 C00007","C01335 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R04762","2-Hydroxyestrone + S-Adenosyl-L-methionine <=> 2-Methoxyestrone + S-Adenosyl-L-homocysteine","irreversible","C05298 C00019","C05299 C00021","2.1.1.6","C00019 C15571","C00021 C15572","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R04353","2-Methoxyestrone + UDP-glucuronate <=> 2-Methoxyestrone 3-glucuronide + UDP","irreversible","C05299 C00167","C11132 C00015","2.4.1.17","C00167 C19645","C00015 C19646","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R04354","2-Methoxy-17beta-estradiol + UDP-glucuronate <=> 2-Methoxy-estradiol-17beta 3-glucuronide + UDP","irreversible","C05302 C00167","C11131 C00015","2.4.1.17","C00167 C19645","C00015 C19646","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R04764","2-Hydroxyestradiol + S-Adenosyl-L-methionine <=> 2-Methoxy-17beta-estradiol + S-Adenosyl-L-homocysteine","irreversible","C05301 C00019","C05302 C00021","2.1.1.6","C00019 C15571","C00021 C15572","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R03088","Estradiol-17beta + H+ + Oxygen + NADH <=> 2-Hydroxyestradiol + NAD+ + H2O","irreversible","C00951 C00080 C00007 C00004","C05301 C00003 C00001","1.14.14.1","C01371 C00007","C01335 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R03090","Estradiol-17beta + H+ + Oxygen + NADPH <=> 2-Hydroxyestradiol + NADP+ + H2O","irreversible","C00951 C00080 C00007 C00005","C05301 C00006 C00001","1.14.14.1","C01371 C00007","C01335 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R02352","Estradiol-17beta + NAD+ <=> Estrone + NADH + H+","reversible","C00951 C00003","C00468 C00004 C00080","1.1.1.51","C00535 C00003 C00006","C00280 C00004 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R02352","Estradiol-17beta + NAD+ <=> Estrone + NADH + H+","reversible","C00951 C00003","C00468 C00004 C00080","1.1.1.62","C00003 C00006","C00468 C00004 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R02353","Estradiol-17beta + NADP+ <=> Estrone + NADPH + H+","reversible","C00951 C00006","C00468 C00005 C00080","1.1.1.51","C00535 C00003 C00006","C00280 C00004 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R02353","Estradiol-17beta + NADP+ <=> Estrone + NADPH + H+","reversible","C00951 C00006","C00468 C00005 C00080","1.1.1.62","C00003 C00006","C00468 C00004 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R03091","Estradiol-17beta + UDP-glucuronate <=> Estradiol-17beta 3-glucuronide + UDP","irreversible","C00951 C00167","C05503 C00015","2.4.1.17","C00167 C19645","C00015 C19646","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R03325","17alpha,20alpha-Dihydroxypregn-4-en-3-one + NADP+ <=> 17alpha-Hydroxyprogesterone + NADPH + H+","irreversible","C04518 C00006","C01176 C00005 C00080","1.1.1.149","C04518 C00003 C00006","C01176 C00004 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R08961","Dehydroepiandrosterone + Oxygen + NADPH + H+ <=> 7alpha-Hydroxydehydroepiandrosterone + NADP+ + H2O","irreversible","C01227 C00007 C00005 C00080","C18045 C00006 C00001","1.14.13.17","C00187 C00005 C00080 C00007","C03594 C00006 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R04759","19-Hydroxyandrost-4-ene-3,17-dione + Reduced flavoprotein + Oxygen <=> 19-Oxoandrost-4-ene-3,17-dione + Oxidized flavoprotein + 2 H2O","irreversible","C05290 C03024 C00007","C05297 C03161 C00001","1.14.14.14","C00535 C00007 C03024 C05294 C05295 C00280 C05290 C05297","C00058 C00001 C03161 C05294 C05295 C00468 C05290","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R02351","Estrone + Formate + Oxidized flavoprotein + H2O <=> 19-Oxoandrost-4-ene-3,17-dione + Oxygen + Reduced flavoprotein","irreversible","C00468 C00058 C03161 C00001","C05297 C00007 C03024","1.14.14.14","C00535 C00007 C03024 C05294 C05295 C00280 C05290 C05297","C00058 C00001 C03161 C05294 C05295 C00468 C05290","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R04761","19-Hydroxytestosterone + Reduced flavoprotein + Oxygen <=> 19-Oxotestosterone + Oxidized flavoprotein + 2 H2O","irreversible","C05294 C03024 C00007","C05295 C03161 C00001","1.14.14.14","C00535 C00007 C03024 C05294 C05295 C00280 C05290 C05297","C00058 C00001 C03161 C05294 C05295 C00468 C05290","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R03087","Estradiol-17beta + Formate + Oxidized flavoprotein + H2O <=> 19-Oxotestosterone + Oxygen + Reduced flavoprotein","irreversible","C00951 C00058 C03161 C00001","C05295 C00007 C03024","1.14.14.14","C00535 C00007 C03024 C05294 C05295 C00280 C05290 C05297","C00058 C00001 C03161 C05294 C05295 C00468 C05290","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00140","Steroid hormone biosynthesis","R08518","17alpha-Hydroxyprogesterone + Reduced acceptor + Oxygen <=> Androstenedione + Acetate + Acceptor + H2O","irreversible","C01176 C00030 C00007","C00280 C00033 C00028 C00001","1.14.14.19","C00007","C00001",""
"cge00140","Steroid hormone biosynthesis","R08517","17alpha-Hydroxypregnenolone + Reduced acceptor + Oxygen <=> Dehydroepiandrosterone + Acetate + Acceptor + H2O","irreversible","C05138 C00030 C00007","C01227 C00033 C00028 C00001","1.14.14.19","C00007","C00001",""
"cge00140","Steroid hormone biosynthesis","R03408","Dehydroepiandrosterone + H+ + Oxygen + NADPH <=> 16alpha-Hydroxydehydroepiandrosterone + NADP+ + H2O","irreversible","C01227 C00080 C00007 C00005","C05139 C00006 C00001","1.14.14.1","C01371 C00007","C01335 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00243","L-Glutamate + NAD+ + H2O <=> 2-Oxoglutarate + Ammonia + NADH + H+","reversible","C00025 C00003 C00001","C00026 C00014 C00004 C00080","1.4.1.2","C00025 C00001 C00003","C00026 C00014 C00004 C00080",""
"cge00220","Arginine biosynthesis","R00243","L-Glutamate + NAD+ + H2O <=> 2-Oxoglutarate + Ammonia + NADH + H+","reversible","C00025 C00003 C00001","C00026 C00014 C00004 C00080","1.4.1.3","C00025 C00001 C00003 C00006","C00026 C00014 C00004 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00248","L-Glutamate + NADP+ + H2O <=> 2-Oxoglutarate + Ammonia + NADPH + H+","reversible","C00025 C00006 C00001","C00026 C00014 C00005 C00080","1.4.1.3","C00025 C00001 C00003 C00006","C00026 C00014 C00004 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00248","L-Glutamate + NADP+ + H2O <=> 2-Oxoglutarate + Ammonia + NADPH + H+","reversible","C00025 C00006 C00001","C00026 C00014 C00005 C00080","1.4.1.4","C00025 C00001 C00006","C00026 C00014 C00005 C00080",""
"cge00220","Arginine biosynthesis","R00248","L-Glutamate + NADP+ + H2O <=> 2-Oxoglutarate + Ammonia + NADPH + H+","reversible","C00025 C00006 C00001","C00026 C00014 C00005 C00080","1.4.1.13","C00025 C00006 C00014 C00001","C00064 C00026 C00005 C00080 C00001 C00014","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00557","2 L-Arginine + 4 Oxygen + 3 NADPH + 3 H+ <=> 2 Nitric oxide + 2 L-Citrulline + 3 NADP+ + 4 H2O","reversible","C00062 C00007 C00005 C00080","C00533 C00327 C00006 C00001","1.14.13.39","C00062 C00005 C00080 C00007","C00327 C00533 C00006 C00001",""
"cge00220","Arginine biosynthesis","R00557","2 L-Arginine + 4 Oxygen + 3 NADPH + 3 H+ <=> 2 Nitric oxide + 2 L-Citrulline + 3 NADP+ + 4 H2O","reversible","C00062 C00007 C00005 C00080","C00533 C00327 C00006 C00001","1.14.13.165","C00062 C00004 C00005 C00080 C00007","C00327 C00533 C00003 C00006 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00669","N-Acetylornithine + H2O <=> Acetate + L-Ornithine","irreversible","C00437 C00001","C00033 C00077","3.5.1.14","C00001","C00060 C02882 C00033","Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00669","N-Acetylornithine + H2O <=> Acetate + L-Ornithine","irreversible","C00437 C00001","C00033 C00077","3.5.1.16","C00437 C00001","C00033 C00077",""
"cge00220","Arginine biosynthesis","R00259","Acetyl-CoA + L-Glutamate <=> CoA + N-Acetyl-L-glutamate","irreversible","C00024 C00025","C00010 C00624","2.3.1.1","C00024 C00025","C00010 C00624",""
"cge00220","Arginine biosynthesis","R00551","L-Arginine + H2O <=> L-Ornithine + Urea","irreversible","C00062 C00001","C00077 C00086","3.5.3.1","C00062 C00001","C00077 C00086",""
"cge00220","Arginine biosynthesis","R01086","N-(L-Arginino)succinate <=> Fumarate + L-Arginine","irreversible","C03406","C00122 C00062","4.3.2.1","C03406","C00122 C00062",""
"cge00220","Arginine biosynthesis","R01954","ATP + L-Citrulline + L-Aspartate <=> AMP + Diphosphate + N-(L-Arginino)succinate","irreversible","C00002 C00327 C00049","C00020 C00013 C03406","6.3.4.5","C00002 C00327 C00049","C00020 C00013 C03406",""
"cge00220","Arginine biosynthesis","R01398","Carbamoyl phosphate + L-Ornithine <=> Orthophosphate + L-Citrulline","irreversible","C00169 C00077","C00009 C00327","2.1.3.3","C00169 C00077","C00009 C00327",""
"cge00220","Arginine biosynthesis","R00149","2 ATP + Ammonia + CO2 + H2O <=> 2 ADP + Orthophosphate + Carbamoyl phosphate","irreversible","C00002 C00014 C00011 C00001","C00008 C00009 C00169","6.3.4.16","C00002 C00014 C20969 C01563","C00008 C00009 C00169 C20969 C01563","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00253","ATP + L-Glutamate + Ammonia <=> ADP + Orthophosphate + L-Glutamine","irreversible","C00002 C00025 C00014","C00008 C00009 C00064","6.3.1.2","C00002 C00025 C00014","C00008 C00009 C00064",""
"cge00220","Arginine biosynthesis","R00256","L-Glutamine + H2O <=> L-Glutamate + Ammonia","irreversible","C00064 C00001","C00025 C00014","1.4.1.13","C00025 C00006 C00014 C00001","C00064 C00026 C00005 C00080 C00001 C00014","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00256","L-Glutamine + H2O <=> L-Glutamate + Ammonia","irreversible","C00064 C00001","C00025 C00014","1.4.7.1","C00025 C00139 C00014 C00001","C00064 C00026 C00138 C00080 C00001 C00014","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00256","L-Glutamine + H2O <=> L-Glutamate + Ammonia","irreversible","C00064 C00001","C00025 C00014","3.5.1.2","C00064 C00001","C00025 C00014",""
"cge00220","Arginine biosynthesis","R00256","L-Glutamine + H2O <=> L-Glutamate + Ammonia","irreversible","C00064 C00001","C00025 C00014","3.5.1.38","C00064 C00001 C00152","C00025 C00014 C00049","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00256","L-Glutamine + H2O <=> L-Glutamate + Ammonia","irreversible","C00064 C00001","C00025 C00014","4.3.3.6","C00117 C00118 C00064 C00001 C00014","C00018 C00025 C00001 C00009 C00014","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00256","L-Glutamine + H2O <=> L-Glutamate + Ammonia","irreversible","C00064 C00001","C00025 C00014","6.3.4.2","C00002 C00075 C00064 C00001 C00014","C00008 C00009 C00063 C00025 C00014","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00256","L-Glutamine + H2O <=> L-Glutamate + Ammonia","irreversible","C00064 C00001","C00025 C00014","6.3.5.2","C00002 C00655 C00064 C00001 C00014","C00020 C00013 C00144 C00025 C00014","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00256","L-Glutamine + H2O <=> L-Glutamate + Ammonia","irreversible","C00064 C00001","C00025 C00014","6.3.5.4","C00002 C00049 C00064 C00001 C00014","C00020 C00013 C00152 C00025 C00014","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00256","L-Glutamine + H2O <=> L-Glutamate + Ammonia","irreversible","C00064 C00001","C00025 C00014","6.3.5.5","C00002 C00064 C00001 C00014 C20969 C01563","C00008 C00009 C00025 C00169 C00014 C20969 C01563","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00220","Arginine biosynthesis","R00355","L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate","irreversible","C00049 C00026","C00036 C00025","2.6.1.1","C00049 C00026","C00036 C00025",""
"cge00220","Arginine biosynthesis","R00258","L-Alanine + 2-Oxoglutarate <=> Pyruvate + L-Glutamate","irreversible","C00041 C00026","C00022 C00025","2.6.1.2","C00041 C00026","C00022 C00025",""
"cge00230","Purine metabolism","R02019","dGDP + Thioredoxin disulfide + H2O <=> GDP + Thioredoxin","irreversible","C00361 C00343 C00001","C00035 C00342","1.17.4.1","C04232 C00343 C00001","C03723 C00342","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R02107","Xanthine + H2O + Oxygen <=> Urate + Hydrogen peroxide","irreversible","C00385 C00001 C00007","C00366 C00027","1.17.3.2","C00385 C00001 C00007","C00366 C00027",""
"cge00230","Purine metabolism","R01049","ATP + D-Ribose 5-phosphate <=> AMP + 5-Phospho-alpha-D-ribose 1-diphosphate","irreversible","C00002 C00117","C00020 C00119","2.7.6.1","C00002 C00117","C00020 C00119",""
"cge00230","Purine metabolism","R01072","5-Phosphoribosylamine + Diphosphate + L-Glutamate <=> L-Glutamine + 5-Phospho-alpha-D-ribose 1-diphosphate + H2O","irreversible","C03090 C00013 C00025","C00064 C00119 C00001","2.4.2.14","C03090 C00013 C00025","C00064 C00119 C00001",""
"cge00230","Purine metabolism","R04144","ATP + 5-Phosphoribosylamine + Glycine <=> ADP + Orthophosphate + 5'-Phosphoribosylglycinamide","irreversible","C00002 C03090 C00037","C00008 C00009 C03838","6.3.4.13","C00002 C03090 C00037","C00008 C00009 C03838",""
"cge00230","Purine metabolism","R04325","10-Formyltetrahydrofolate + 5'-Phosphoribosylglycinamide <=> Tetrahydrofolate + 5'-Phosphoribosyl-N-formylglycinamide","irreversible","C00234 C03838","C00101 C04376","2.1.2.2","C00234 C03838","C00101 C04376",""
"cge00230","Purine metabolism","R04208","ATP + 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine <=> ADP + Orthophosphate + Aminoimidazole ribotide","irreversible","C00002 C04640","C00008 C00009 C03373","6.3.3.1","C00002 C04640","C00008 C00009 C03373",""
"cge00230","Purine metabolism","R04560","10-Formyltetrahydrofolate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide <=> Tetrahydrofolate + 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide","irreversible","C00234 C04677","C00101 C04734","2.1.2.3","C00234 C04677","C00101 C04734",""
"cge00230","Purine metabolism","R04559","1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole <=> Fumarate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide","reversible","C04823","C00122 C04677","4.3.2.2","C03794 C04823","C00122 C00020 C04677","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R04591","ATP + 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate + L-Aspartate <=> ADP + Orthophosphate + 1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole","reversible","C00002 C04751 C00049","C00008 C00009 C04823","6.3.2.6","C00002 C04751 C00049","C00008 C00009 C04823",""
"cge00230","Purine metabolism","R04209","1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate <=> Aminoimidazole ribotide + CO2","reversible","C04751","C03373 C00011","4.1.1.21","C04751","C03373 C00011",""
"cge00230","Purine metabolism","R00437","RNA + Orthophosphate <=> RNA + ADP","reversible","C00046 C00009","C00046 C00008","2.7.7.8","C00046 C00009","C00046 C00454","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00191","3',5'-Cyclic AMP + H2O <=> AMP","irreversible","C00575 C00001","C00020","3.1.4.17","C04212 C00001","C01117","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00191","3',5'-Cyclic AMP + H2O <=> AMP","irreversible","C00575 C00001","C00020","3.1.4.53","C00575 C00001","C00020",""
"cge00230","Purine metabolism","R00089","ATP <=> 3',5'-Cyclic AMP + Diphosphate","irreversible","C00002","C00575 C00013","4.6.1.1","C00002","C00575 C00013",""
"cge00230","Purine metabolism","R00435","ATP + RNA <=> Diphosphate + RNA","reversible","C00002 C00046","C00013 C00046","2.7.7.6","C00201 C00046","C00013 C00046","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00435","ATP + RNA <=> Diphosphate + RNA","reversible","C00002 C00046","C00013 C00046","2.7.7.19","C00002 C00046","C00013 C00046",""
"cge00230","Purine metabolism","R00435","ATP + RNA <=> Diphosphate + RNA","reversible","C00002 C00046","C00013 C00046","2.7.7.48","C00201 C00046","C00013 C00046","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00375","dATP + DNA <=> Diphosphate + DNA","reversible","C00131 C00039","C00013 C00039","2.7.7.7","C00677 C00039","C00013 C00039","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.1.3","C00002 C00001","C00008 C00009",""
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.1.5","C00201 C00001 C00454","C01117 C00009 C00454","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.1.8","C00002 C00001","C00020 C00013","Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.1.15","C00201 C00001","C00454 C00009","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.1","C00002 C00001","C00008 C00009",""
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.2","C00002 C00001 C00305","C00008 C00009 C00305","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.3","C00002 C00001","C00008 C00009",""
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.4","C00002 C00001","C00008 C00009",""
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.5","C00002 C00001 C00038","C00008 C00009 C00038","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.6","C00002 C00001 C00080","C00008 C00009 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.7","C00002 C00001 C01330","C00008 C00009 C01330","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.8","C00002 C00001","C00008 C00009",""
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.9","C00002 C00001 C01330 C00238","C00008 C00009 C01330 C00238","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.10","C00002 C00001 C00080 C00238","C00008 C00009 C00080 C00238","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.11","C00002 C00001 C00698","C00008 C00009 C00698","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.12","C00002 C00001 C00238","C00008 C00009 C00238","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.14","C00002 C00001 C00080","C00008 C00009 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.15","C00002 C00001 C01330","C00008 C00009 C01330","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.16","C00002 C00001 C06697","C00008 C00009 C06697","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.17","C00002 C00001","C00008 C00009",""
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.18","C00002 C00001 C00930","C00008 C00009 C00930","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.19","C00002 C00001 C00208","C00008 C00009 C00208","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.20","C00002 C00001 C03189","C00008 C00009 C03189","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.21","C00002 C00001","C00008 C00009",""
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.22","C00002 C00001","C00008 C00009",""
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.23","C00002 C00001 C00098","C00008 C00009 C00098","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.24","C00002 C00001 C19609","C00008 C00009 C19609","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.25","C00002 C00001 C00059","C00008 C00009 C00059","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.26","C00002 C00001 C00244","C00008 C00009 C00244","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.27","C00002 C00001 C00009","C00008 C00009","Enzyme references substrates missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.28","C00002 C00001 C06701","C00008 C00009 C06701","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.29","C00002 C00001 C06232","C00008 C00009 C06232","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.30","C00002 C00001 C14819","C00008 C00009 C14819","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.31","C00002 C00001 C06702","C00008 C00009 C06702","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.32","C00002 C00001","C00008 C00009",""
"cge00230","Purine metabolism","R00086","ATP + H2O <=> ADP + Orthophosphate","irreversible","C00002 C00001","C00008 C00009","3.6.3.33","C00002 C00001 C05776","C00008 C00009 C05776","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
